,power_usage,application,fp_active,dram_active,sm_app_clock,run_time,energy,predicted_power_usage,predicted_run_time,predicted_energy
1193,90.644,cutcp,0.313,0.001,682,9.21,834.83124,90.481235,9.1606125,828.8635324
1194,91.317,cutcp,0.3145,0.001,690,9.1,830.9847,90.66592125,9.006675,816.5984863
1195,91.419,cutcp,0.314,0.001,697,9.05,827.34195,91.23585125,8.98245,819.5214721
1196,94.321,cutcp,0.3115,0.001,705,8.94,843.22974,92.306115,8.968925,827.8866225
1197,92.682,cutcp,0.3125,0.001,712,8.9,824.8698,93.85266375,8.88205,833.6040521
1198,94.246,cutcp,0.314,0.001,720,8.76,825.59496,93.6435375,8.83255,827.1112271
1199,94.168,cutcp,0.314,0.001,727,8.81,829.62008,93.97748625,8.7291875,820.3470983
1200,95.781,cutcp,0.3135,0.001,735,8.62,825.63222,94.8689675,8.6617,821.7265358
1201,95.588,cutcp,0.3155,0.001,742,8.62,823.96856,94.59909125,8.5624,809.9952589
1202,97.761,cutcp,0.314,0.001,750,8.49,829.99089,95.6608375,8.5254,815.546904
1203,98.425,cutcp,0.3135,0.001,757,8.48,834.644,96.62735375,8.43625,815.1725131
1204,99.352,cutcp,0.311,0.035,765,8.33,827.60216,92.92510875,8.0782625,750.6734213
1205,100.116,cutcp,0.313,0.002,772,8.37,837.97092,99.63547125,8.25295,822.2865625
1206,100.819,cutcp,0.307,0.001,780,8.25,831.75675,100.4496962,10.8041125,1085.269818
1207,100.772,cutcp,0.3145,0.002,787,8.23,829.35356,98.96929,8.14515,806.1197124
1208,103.347,cutcp,0.311,0.002,795,8.08,835.04376,102.9876762,8.1397375,838.29265
1209,102.718,cutcp,0.3085,0.001,802,8.1,832.0158,103.31277,8.7489875,903.8821333
1210,104.35,cutcp,0.3125,0.002,810,8.06,841.061,103.8854238,8.0222125,833.3909454
1211,104.364,cutcp,0.3125,0.002,817,8.03,838.04292,104.2547463,8.003,834.3507346
1212,106.096,cutcp,0.317,0.002,825,7.93,841.34128,102.5950725,7.7102,791.028528
1213,105.142,cutcp,0.313,0.001,832,7.86,826.41612,104.29389,7.8455,818.237714
1214,107.729,cutcp,0.3145,0.002,840,7.79,839.20891,106.0338262,7.7490625,821.6627463
1215,107.276,cutcp,0.313,0.002,847,7.78,834.60728,108.0819038,7.7591125,838.6196508
1216,110.08,cutcp,0.312,0.002,855,7.68,845.4144,108.6645575,7.7362125,840.652108
1217,108.086,cutcp,0.314,0.002,862,7.65,826.8579,109.5754375,7.64735,837.961722
1218,111.019,cutcp,0.314,0.002,870,7.57,840.41383,108.639915,7.6388125,829.8799407
1219,111.03,cutcp,0.314,0.001,877,7.56,839.3868,106.7157663,7.5584875,806.6097856
1220,112.245,cutcp,0.314,0.002,885,7.52,844.0824,111.3762663,7.5305,838.7189734
1221,111.941,cutcp,0.313,0.002,892,7.52,841.79632,112.7943537,7.4712,842.7091754
1222,113.883,cutcp,0.314,0.002,900,7.38,840.45654,113.076175,7.409025,837.7842075
1223,114.248,cutcp,0.314,0.038,907,7.37,842.00776,111.6123263,6.995875,780.8258833
1224,115.53,cutcp,0.313,0.002,915,7.27,839.9031,114.7723963,7.2902375,836.7180275
1225,115.012,cutcp,0.312,0.002,922,7.27,836.13724,117.0695512,7.32215,857.2008143
1226,116.463,cutcp,0.314,0.002,930,7.26,845.52138,115.120585,7.165775,824.92821
1227,116.052,cutcp,0.313,0.002,937,7.19,834.41388,116.8338763,7.226675,844.320453
1228,118.708,cutcp,0.3135,0.002,945,7.11,844.01388,117.613455,7.151225,841.0802797
1229,118.709,cutcp,0.313,0.002,952,7.18,852.33062,118.4476275,7.0652375,836.8606196
1230,119.817,cutcp,0.3135,0.002,960,7.05,844.70985,119.3767075,7.0197875,837.9991191
1231,119.993,cutcp,0.314,0.076,967,7.04,844.75072,117.121325,6.7347125,788.7784515
1232,121.481,cutcp,0.313,0.002,975,6.95,844.29295,121.14958,6.9760125,845.1409844
1233,121.733,cutcp,0.313,0.002,982,6.96,847.26168,121.5403087,6.9375125,843.1874109
1234,122.491,cutcp,0.3135,0.002,990,6.91,846.41281,122.6744612,6.88905,845.1104969
1235,123.376,cutcp,0.314,0.002,997,6.88,848.82688,121.9971462,6.881275,839.4959122
1236,123.302,cutcp,0.3135,0.002,1005,6.84,843.38568,123.7218438,6.828525,844.8377034
1237,124.069,cutcp,0.3135,0.002,1012,6.83,847.39127,123.95707,6.8091375,844.0407337
1238,127.072,cutcp,0.3145,0.002,1020,6.76,859.00672,123.8936612,6.7186875,832.4027928
1239,126.897,cutcp,0.3135,0.002,1027,6.69,848.94093,126.847835,6.7461875,855.7392789
1240,127.574,cutcp,0.3135,0.002,1035,6.69,853.47006,127.1751012,6.685875,850.2768297
1241,127.78,cutcp,0.315,0.002,1042,6.7,856.126,126.5382187,6.6194625,837.6149935
1242,129.493,cutcp,0.313,0.002,1050,6.57,850.76901,128.5005375,6.604,848.6175496
1243,128.629,cutcp,0.3135,0.002,1057,6.58,846.37882,129.1165825,6.5667625,847.8779321
1244,130.282,cutcp,0.314,0.002,1065,6.52,849.43864,128.8612775,6.53435,842.0246886
1245,130.623,cutcp,0.3105,0.002,1072,6.52,851.66196,130.7831838,6.6332,867.5110148
1246,132.238,cutcp,0.313,0.002,1080,6.46,854.25748,132.0051,6.4745125,854.66867
1247,132.511,cutcp,0.3135,0.002,1087,6.47,857.34617,132.4094625,6.4431125,853.129063
1248,134.07,cutcp,0.3125,0.002,1095,6.38,855.3666,133.6112287,6.4170125,857.3849247
1249,134.201,cutcp,0.3135,0.002,1102,6.39,857.54439,134.2661387,6.37275,855.6445354
1250,136.067,cutcp,0.314,0.002,1110,6.32,859.94344,133.754325,6.3566875,850.2344458
1251,134.866,cutcp,0.3135,0.002,1117,6.34,855.05044,135.6545187,6.3118625,856.2326695
1252,137.101,cutcp,0.3145,0.002,1125,6.3,863.7363,135.0217987,6.2900375,849.2921771
1253,138.606,cutcp,0.3125,0.002,1132,6.27,869.05962,137.2415213,6.26825,860.2641659
1254,137.754,cutcp,0.313,0.002,1140,6.25,860.9625,139.294255,6.208175,864.7631115
1255,139.051,cutcp,0.3155,0.001,1147,6.17,857.94467,126.88413,6.1820875,784.408794
1256,140.726,cutcp,0.313,0.002,1155,6.18,869.68668,140.5637937,6.1616625,866.1066565
1257,140.991,cutcp,0.3135,0.002,1162,6.16,868.50456,141.708075,6.1660375,873.7773045
1258,144.246,cutcp,0.313,0.002,1170,6.13,884.22798,142.8404287,6.1431625,877.4919651
1259,144.909,cutcp,0.312,0.051,1177,6.12,886.84308,148.6787362,6.0213125,895.2411328
1260,148.901,cutcp,0.314,0.002,1185,6.09,906.80709,146.4726175,6.05735,887.2359096
1261,148.605,cutcp,0.314,0.002,1192,6.03,896.08815,148.140785,6.069525,899.1441981
1262,150.022,cutcp,0.3135,0.002,1200,6.01,901.63222,149.6288362,6.0292125,902.1440496
1263,151.356,cutcp,0.3135,0.002,1207,6.02,911.16312,149.859395,5.9957625,898.5213408
1264,154.182,cutcp,0.314,0.002,1215,5.93,914.29926,152.1313363,5.984775,910.4718182
1265,157.686,cutcp,0.313,0.002,1222,5.96,939.80856,155.5177875,5.9311625,922.4012693
1266,157.691,cutcp,0.314,0.002,1230,5.93,935.10763,155.853485,5.932675,924.6280741
1267,158.401,cutcp,0.313,0.002,1237,5.92,937.73392,158.571215,5.9065375,936.6068278
1268,160.796,cutcp,0.313,0.002,1245,5.8,932.6168,159.3037125,5.905025,940.6924049
1269,162.071,cutcp,0.313,0.003,1252,5.84,946.49464,162.6490875,5.7900875,941.7524484
1270,166.86,cutcp,0.313,0.083,1260,5.79,966.1194,161.1205575,5.7580125,927.7341841
1271,168.66,cutcp,0.314,0.003,1267,5.8,978.228,163.3387875,5.77805,943.7796811
1272,172.975,cutcp,0.312,0.003,1275,5.77,998.06575,168.9017188,5.856025,989.0926878
1273,172.827,cutcp,0.313,0.002,1282,5.74,992.02698,167.8667038,5.77125,968.8007143
1274,172.208,cutcp,0.3115,0.13,1290,5.7,981.5856,180.3566675,5.852775,1055.586995
1275,175.534,cutcp,0.3155,0.003,1297,5.69,998.78846,170.40728,5.680325,967.9687328
1276,177.326,cutcp,0.313,0.003,1305,5.62,996.57212,175.4610125,5.6866125,997.7787869
1277,165.711,cutcp,0.3145,0.002,1312,5.68,941.23848,177.9359188,5.6533625,1005.936251
1278,182.106,cutcp,0.3135,0.003,1320,5.68,1034.36208,187.9157887,5.6173625,1055.591105
1279,184.725,cutcp,0.3165,0.002,1327,5.63,1040.00175,173.905725,5.59025,972.1764792
1280,186.666,cutcp,0.314,0.003,1335,5.56,1037.86296,187.5503362,5.6148875,1053.074038
1281,190.264,cutcp,0.3145,0.003,1342,5.61,1067.38104,185.3505562,5.5728125,1032.923896
1282,192.557,cutcp,0.3145,0.003,1350,5.58,1074.46806,186.6122387,5.5732125,1040.029661
1283,195.805,cutcp,0.313,0.003,1357,5.54,1084.7597,195.8259025,5.5500625,1086.845998
1284,195.288,cutcp,0.314,0.003,1365,5.49,1072.13112,195.038895,5.5647,1085.332939
1285,201.038,cutcp,0.3125,0.003,1372,5.51,1107.71938,196.619825,5.549825,1091.20562
1286,201.684,cutcp,0.3135,0.003,1380,5.58,1125.39672,194.518705,5.5158125,1072.928705
1288,32.402,kmeans,0.036,0.168,517,63.82,2067.89564,33.69937875,62.62075,2110.280372
1290,32.426,kmeans,0.049,0.251,532,64.31,2085.31606,32.74210625,63.688975,2085.311186
1291,32.443,kmeans,0.0475,0.246,540,64.46,2091.27578,32.7740025,63.0059375,2064.956753
1292,32.584,kmeans,0.045,0.24,547,64.03,2086.35352,34.30273375,61.92435,2124.174491
1294,32.475,kmeans,0.0455,0.243,562,63.69,2068.33275,32.875575,63.60635,2091.09533
1295,32.804,kmeans,0.0475,0.261,570,64.39,2112.24956,32.920895,64.535275,2124.559012
1296,32.924,kmeans,0.0475,0.263,577,65.46,2155.20504,32.80579625,63.9362,2097.47795
1297,32.662,kmeans,0.044,0.25,585,64.46,2105.39252,32.8694525,63.9267,2101.235629
1298,32.803,kmeans,0.045,0.255,592,63.59,2085.94277,32.94162375,64.3584625,2120.072257
1299,33.084,kmeans,0.045,0.262,600,64.23,2124.98532,33.08149,63.6573375,2105.879574
1300,33.23,kmeans,0.046,0.266,607,62.42,2074.2166,33.0771775,65.00485,2150.176962
1301,33.148,kmeans,0.046,0.275,615,66.1,2191.0828,33.17955375,64.185175,2129.635464
1302,33.117,kmeans,0.0425,0.254,622,64.76,2144.65692,33.348355,63.881675,2130.348776
1303,33.575,kmeans,0.041,0.25,630,62.44,2096.423,33.452225,64.1434375,2145.740704
1304,33.321,kmeans,0.0385,0.195,637,66.1,2202.5181,34.85651625,63.1247375,2200.308438
1305,33.363,kmeans,0.043,0.273,645,64.29,2144.90727,33.41976375,65.214775,2179.462374
1306,33.2,kmeans,0.044,0.279,652,66.29,2200.828,33.4374375,64.332725,2151.121471
1307,33.5,kmeans,0.046,0.293,660,64.25,2152.375,33.4394525,64.24255,2148.235699
1308,33.654,kmeans,0.042,0.267,667,64.02,2154.52908,33.63336125,63.9178125,2149.770878
1309,33.599,kmeans,0.0405,0.261,675,63.32,2127.48868,33.90483875,63.3811375,2148.927247
1310,33.513,kmeans,0.043,0.281,682,64.57,2163.93441,33.61558125,64.644,2173.045634
1311,33.844,kmeans,0.038,0.253,690,63.23,2139.95612,34.04027375,63.6706,2167.364654
1312,33.836,kmeans,0.043,0.284,697,63.41,2145.54076,33.861525,64.390975,2180.37661
1313,34.132,kmeans,0.042,0.289,705,64.06,2186.49592,33.80825625,63.7153375,2154.104457
1314,33.796,kmeans,0.03,0.269,712,65.82,2224.45272,34.7037075,63.5054625,2203.874995
1315,34.31,kmeans,0.04,0.283,720,64.77,2222.2587,34.3160275,63.4689125,2178.000947
1316,34.199,kmeans,0.039,0.269,727,63,2154.537,34.59493625,63.415675,2193.861234
1317,34.266,kmeans,0.027,0.189,735,64.22,2200.56252,36.05110875,63.2103375,2278.802751
1319,34.74,kmeans,0.0385,0.278,750,63.31,2199.3894,35.27637375,63.6696,2246.032606
1320,34.966,kmeans,0.0395,0.29,757,63.07,2205.30562,34.69570875,63.62865,2207.641109
1321,34.747,kmeans,0.0375,0.28,765,63.49,2206.08703,35.6013775,63.359175,2255.673907
1322,34.757,kmeans,0.0305,0.191,772,64.65,2247.04005,35.04715125,63.4081,2222.273271
1323,35.404,kmeans,0.026,0.188,780,62.69,2219.47676,36.0615475,63.5206,2290.651134
1324,34.93,kmeans,0.0385,0.291,787,63.58,2220.8494,35.59273625,63.15535,2247.871715
1325,34.679,kmeans,0.0325,0.146,795,63.07,2187.20453,36.39914625,62.75465,2284.215683
1326,35.077,kmeans,0.028,0.207,802,65.36,2292.63272,36.1544975,63.260125,2287.138031
1327,35.751,kmeans,0.024,0.191,810,62.82,2245.87782,38.46614,62.6437875,2409.6647
1328,35.258,kmeans,0.038,0.297,817,65.47,2308.34126,35.52649375,62.3840375,2216.286118
1329,35.449,kmeans,0.037,0.298,825,61.76,2189.33024,35.563285,63.18395,2247.028821
1330,35.343,kmeans,0.036,0.287,832,62.42,2206.11006,35.70150625,63.1178875,2253.403655
1331,35.399,kmeans,0.0355,0.29,840,63.14,2235.09286,35.926895,62.9982625,2263.331962
1332,35.442,kmeans,0.035,0.294,847,64.18,2274.66756,35.57001375,62.8822875,2236.723831
1333,35.889,kmeans,0.0365,0.299,855,61.68,2213.63352,35.66372875,63.2139375,2254.44472
1334,35.775,kmeans,0.0375,0.307,862,63.17,2259.90675,35.86849375,62.8041875,2252.691607
1335,35.681,kmeans,0.037,0.306,870,64.12,2287.86572,35.8887275,62.5669875,2245.449565
1336,35.72,kmeans,0.0375,0.317,877,61.21,2186.4212,36.33047,63.3655875,2302.101576
1337,36.093,kmeans,0.035,0.302,885,63.06,2276.02458,36.0804325,63.5998375,2294.709644
1338,36.018,kmeans,0.0365,0.308,892,62.84,2263.37112,36.2187975,62.81345,2275.027626
1339,36.543,kmeans,0.035,0.303,900,62.23,2274.07089,36.16652125,63.2490125,2287.496755
1340,36.23,kmeans,0.0335,0.203,907,63.13,2287.1999,41.21574875,63.2911875,2608.593682
1341,36.278,kmeans,0.0215,0.191,915,64.4,2336.3032,60.12081625,58.90045,3541.143131
1342,36.38,kmeans,0.034,0.302,922,64.53,2347.6014,36.5155975,62.8352375,2294.466241
1344,36.514,kmeans,0.0335,0.301,937,62.73,2290.52322,36.78664,63.378575,2331.484822
1345,36.604,kmeans,0.032,0.288,945,61.78,2261.39512,37.28803875,63.3751875,2363.136447
1346,36.681,kmeans,0.033,0.301,952,63.61,2333.27841,36.6801775,62.5628125,2294.815067
1347,36.864,kmeans,0.0325,0.298,960,62.39,2299.94496,36.801285,63.0875625,2321.703368
1348,36.755,kmeans,0.033,0.305,967,62.74,2306.0087,37.12851375,62.4540125,2318.824662
1349,37.086,kmeans,0.03,0.281,975,64.06,2375.72916,39.43640375,63.548275,2506.115431
1350,36.932,kmeans,0.033,0.307,982,61.84,2283.87488,37.08222,63.0621875,2338.485911
1351,37.261,kmeans,0.0335,0.322,990,63.23,2356.01303,53.87715125,60.2884625,3248.170613
1352,37.199,kmeans,0.0305,0.294,997,63.39,2358.04461,37.42209875,63.072275,2360.296903
1353,37.187,kmeans,0.032,0.315,1005,63.86,2374.76182,37.32360625,62.7846375,2343.349089
1354,37.394,kmeans,0.0315,0.308,1012,63.15,2361.4311,37.41405125,63.0849125,2360.262149
1355,37.448,kmeans,0.03,0.296,1020,63,2359.224,37.46677125,63.5451,2380.829726
1356,37.51,kmeans,0.0295,0.291,1027,64.97,2437.0247,38.36813375,62.9488375,2415.229417
1357,37.645,kmeans,0.0305,0.305,1035,62.76,2362.6002,37.611095,63.272625,2379.75271
1358,37.687,kmeans,0.031,0.314,1042,63.91,2408.57617,37.71443375,63.4046625,2391.270943
1359,37.829,kmeans,0.029,0.298,1050,63.42,2399.11518,37.94027125,62.69145,2378.530618
1360,37.937,kmeans,0.031,0.308,1057,63.17,2396.48029,37.9017275,63.109025,2391.941068
1361,37.925,kmeans,0.031,0.318,1065,62.37,2365.38225,38.45439375,63.039725,2424.154407
1362,37.907,kmeans,0.029,0.294,1072,61.73,2339.99911,38.12123625,63.235475,2410.614482
1363,38.514,kmeans,0.0215,0.216,1080,64.03,2466.05142,50.388725,59.5408875,3000.189406
1364,37.901,kmeans,0.0215,0.219,1087,65.02,2464.32302,57.65816,51.42355,2964.987274
1365,38.202,kmeans,0.0295,0.315,1095,61.65,2355.1533,38.29714625,64.0448375,2452.734508
1366,38.443,kmeans,0.0305,0.318,1102,62.84,2415.75812,38.75418125,62.3513875,2416.376972
1367,38.02,kmeans,0.028,0.301,1110,61.58,2341.2716,38.90637125,62.827775,2444.400739
1368,38.425,kmeans,0.0265,0.284,1117,62.42,2398.4885,41.0753875,63.32695,2601.17901
1369,38.503,kmeans,0.029,0.313,1125,65.34,2515.78602,38.53052125,63.3751375,2441.877082
1370,38.437,kmeans,0.028,0.311,1132,63.97,2458.81489,38.53778125,63.5449875,2448.882828
1371,38.63,kmeans,0.027,0.296,1140,62.67,2420.9421,39.52497125,63.0663875,2492.697153
1373,39.053,kmeans,0.026,0.287,1155,63.88,2494.70564,41.52955375,62.976125,2615.370368
1374,39.12,kmeans,0.028,0.307,1162,62.13,2430.5256,39.91820875,63.694775,2542.581325
1375,39.015,kmeans,0.033,0.364,1170,62.42,2435.3163,107.00946,56.4926875,6045.251983
1376,39.518,kmeans,0.0285,0.32,1177,63.56,2511.76408,47.9849425,62.9357375,3019.967745
1377,40.275,kmeans,0.026,0.302,1185,64.01,2578.00275,42.8214025,62.9359,2695.003506
1378,40.063,kmeans,0.028,0.319,1192,64.15,2570.04145,45.991435,63.1271,2903.305916
1379,39.754,kmeans,0.019,0.214,1200,61.55,2446.8587,89.1879775,40.0849375,3575.094504
1380,40.903,kmeans,0.028,0.322,1207,62.89,2572.38967,53.03460875,61.5026375,3261.768317
1381,40.896,kmeans,0.0265,0.307,1215,62.83,2569.49568,41.71167375,63.9943,2669.309363
1382,41.691,kmeans,0.0245,0.283,1222,64.5,2689.0695,46.91115125,63.272175,2968.170571
1383,41.429,kmeans,0.0265,0.309,1230,64.94,2690.39926,41.46283625,63.0312875,2613.455952
1384,41.295,kmeans,0.026,0.314,1237,65.05,2686.23975,42.01178375,63.7476375,2678.151961
1385,42.096,kmeans,0.026,0.31,1245,61.94,2607.42624,42.12963,64.07905,2699.626667
1386,42.058,kmeans,0.026,0.312,1252,63.65,2676.9917,42.2108525,63.1523625,2665.715059
1387,42.789,kmeans,0.025,0.303,1260,61.34,2624.67726,42.760345,63.577325,2718.588351
1388,42.83,kmeans,0.024,0.288,1267,62.94,2695.7202,48.37991375,62.8401375,3040.200432
1389,43.668,kmeans,0.026,0.318,1275,62.36,2723.13648,43.03120125,63.5456625,2734.446192
1390,44.118,kmeans,0.0135,0.164,1282,62.99,2778.99282,77.738895,48.6510625,3782.079839
1391,43.627,kmeans,0.0245,0.302,1290,63.86,2786.02022,44.66886,62.9760625,2813.068919
1392,44.372,kmeans,0.0245,0.304,1297,64.25,2850.901,43.8575225,62.78505,2753.596743
1393,44.624,kmeans,0.023,0.286,1305,62.22,2776.50528,47.47437375,62.8945125,2985.877593
1394,44.626,kmeans,0.016,0.195,1312,61.62,2749.85412,81.40863125,59.2587,4824.169657
1395,45.206,kmeans,0.0255,0.327,1320,67.64,3057.73384,99.75048875,58.6454625,5849.913547
1396,45.541,kmeans,0.023,0.296,1327,61.67,2808.51347,48.465025,62.9393875,3050.358989
1398,46.464,kmeans,0.022,0.292,1342,61.64,2864.04096,56.090655,62.071925,3481.65493
1399,46.218,kmeans,0.023,0.297,1350,63.28,2924.67504,50.47575875,61.8827875,3123.580653
1401,47.204,kmeans,0.022,0.292,1365,61.42,2899.26968,58.48952625,61.824575,3616.090102
1402,47.134,kmeans,0.0175,0.227,1372,65.87,3104.71658,120.202515,48.705875,5854.56867
1403,47.278,kmeans,0.0235,0.306,1380,65.35,3089.6173,48.8897525,63.2767125,3093.582813
1404,64.47,lavamd,0.482,0.004,510,9.64,621.4908,64.71013625,9.561725,618.7405275
1405,63.79,lavamd,0.482,0.004,517,9.57,610.4703,65.12526625,9.5914375,624.6449209
1406,65.692,lavamd,0.482,0.004,525,9.59,629.98628,65.15758125,9.5454375,621.9576195
1407,64.837,lavamd,0.4795,0.004,532,9.87,639.94119,66.09380875,9.41965,622.5805456
1408,66.08,lavamd,0.4815,0.004,540,9.51,628.4208,66.27422,9.4231375,624.5110878
1409,66.574,lavamd,0.481,0.004,547,9.37,623.79838,66.32976375,9.3920125,622.9699703
1410,67.538,lavamd,0.482,0.004,555,9.31,628.77878,67.85452625,9.2552375,628.0097559
1411,67.717,lavamd,0.482,0.004,562,9.18,621.64206,67.99290625,9.358375,636.303114
1412,68.641,lavamd,0.482,0.004,570,9.17,629.43797,68.375185,9.3381375,638.4968791
1413,68.938,lavamd,0.482,0.002,577,9.32,642.50216,72.140645,9.043575,652.4093336
1414,69.866,lavamd,0.482,0.004,585,9.18,641.36988,69.47363625,9.1734125,637.3103232
1415,69.926,lavamd,0.482,0.004,592,9.11,637.02586,70.138565,9.1585,642.3640476
1416,71.032,lavamd,0.4815,0.005,600,8.95,635.7364,71.53200375,9.2013875,658.1936852
1417,65.271,lavamd,0.443,0.003,607,9.14,596.57694,71.27231375,8.773175,625.2844812
1418,70.479,lavamd,0.464,0.004,615,8.84,623.03436,70.5974475,9.0092375,636.0291714
1420,73.927,lavamd,0.479,0.005,630,8.85,654.25395,73.7526175,8.931675,658.7344099
1421,74.078,lavamd,0.482,0.005,637,8.91,660.03498,74.70701625,8.89415,664.4554086
1422,75.505,lavamd,0.482,0.005,645,8.83,666.70915,74.965935,8.8893625,666.3993714
1423,75.403,lavamd,0.482,0.005,652,8.94,674.10282,75.46155625,8.805675,664.4899393
1424,76.836,lavamd,0.482,0.005,660,8.74,671.54664,76.48625375,8.910325,681.5173789
1425,77.098,lavamd,0.482,0.005,667,9,693.882,77.1120525,8.730025,673.1901461
1426,77.604,lavamd,0.4795,0.005,675,8.71,675.93084,77.75022625,8.698925,676.3433869
1427,77.826,lavamd,0.482,0.005,682,8.62,670.86012,79.67756625,8.7699375,698.7672762
1428,79.656,lavamd,0.482,0.005,690,8.79,700.17624,78.52773625,8.6810625,681.7041864
1429,78.966,lavamd,0.482,0.005,697,8.72,688.58352,79.65288,8.7402,696.1821018
1430,80.393,lavamd,0.482,0.005,705,8.7,699.4191,79.96101375,8.71455,696.8242524
1431,79.912,lavamd,0.479,0.005,712,8.72,696.83264,81.05257,8.68385,703.84836
1432,82.324,lavamd,0.482,0.005,720,8.68,714.57232,81.24387375,8.741325,710.1791047
1433,81.991,lavamd,0.482,0.005,727,8.82,723.16062,81.61162125,8.619575,703.4574902
1434,83.538,lavamd,0.482,0.006,735,8.56,715.08528,82.74208375,8.61545,712.8602854
1435,82.522,lavamd,0.482,0.006,742,8.65,713.8153,83.60961875,8.5533375,715.1412874
1436,84.357,lavamd,0.482,0.006,750,8.56,722.09592,83.408715,8.5704125,714.8470936
1437,84.372,lavamd,0.482,0.006,757,8.43,711.25596,84.33608125,8.5576875,721.7218283
1438,85.062,lavamd,0.4815,0.006,765,8.63,734.08506,86.92566625,8.433275,733.068048
1439,85.533,lavamd,0.4775,0.006,772,8.52,728.74116,87.03170625,8.3900875,730.2036307
1440,86.693,lavamd,0.482,0.006,780,8.36,724.75348,83.2338225,8.4107625,700.059913
1441,78.834,lavamd,0.482,0.005,787,8.31,655.11054,80.8794725,8.436,682.29923
1442,70.09,lavamd,0.482,0.004,795,8.57,600.6713,83.36761875,8.09835,675.1401553
1443,79.323,lavamd,0.482,0.005,802,8.21,651.24183,83.20336625,8.4147875,700.1386463
1444,89.082,lavamd,0.482,0.006,810,8.45,752.7429,87.8195075,8.32755,731.3213397
1445,89.444,lavamd,0.481,0.006,817,8.34,745.96296,89.87349625,8.4332125,757.922292
1446,90.354,lavamd,0.4815,0.006,825,8.44,762.58776,90.12738375,8.34525,752.1355492
1447,90.066,lavamd,0.482,0.006,832,8.33,750.24978,90.6407825,8.394675,760.8999108
1448,91.447,lavamd,0.481,0.004,840,8.46,773.64162,91.28666875,8.192375,747.8546229
1449,92.178,lavamd,0.482,0.006,847,8.35,769.6863,91.19551625,8.35475,761.9157394
1450,92.485,lavamd,0.482,0.006,855,8.38,775.0243,92.0493025,8.1351125,748.8314314
1451,92.308,lavamd,0.482,0.006,862,8.11,748.61788,92.4288675,8.314625,768.5113724
1452,93.624,lavamd,0.482,0.005,870,8.12,760.22688,92.895325,8.1430375,756.450115
1453,93.928,lavamd,0.482,0.007,877,8.3,779.6024,94.88024,8.1134625,769.8072692
1454,95.074,lavamd,0.4815,0.005,885,8.03,763.44422,94.42338875,8.153,769.8338885
1455,95.179,lavamd,0.482,0.007,892,8.12,772.85348,96.0574475,8.0972,777.7963639
1456,97.172,lavamd,0.482,0.007,900,8.01,778.34772,95.7487725,8.203275,785.4535117
1457,95.822,lavamd,0.482,0.007,907,8.23,788.61506,96.48273625,8.0583375,777.4904516
1458,85.664,lavamd,0.482,0.006,915,8.11,694.73504,95.8728975,8.2062875,786.7605603
1459,97.78,lavamd,0.4815,0.007,922,8.31,812.5518,97.44060125,8.149625,794.10436
1460,98.391,lavamd,0.482,0.007,930,8.35,821.56485,98.95399875,8.0937625,800.9101643
1461,99.795,lavamd,0.482,0.007,937,8.03,801.35385,98.96813125,8.2903375,820.4792098
1462,100.741,lavamd,0.482,0.007,945,8.2,826.0762,100.53825,8.0245125,806.7704439
1463,101.04,lavamd,0.482,0.007,952,7.98,806.2992,100.7272575,8.1028125,816.1740812
1464,101.746,lavamd,0.482,0.007,960,7.85,798.7061,101.4516687,8.0375125,815.4190553
1465,102.627,lavamd,0.482,0.005,967,8,821.016,89.7207575,7.9180625,710.4145654
1466,102.006,lavamd,0.4785,0.007,975,8.08,824.20848,103.2873838,8.0054875,826.8658599
1467,102.888,lavamd,0.4815,0.007,982,8.06,829.27728,101.236435,8.071,817.0792669
1468,82.066,lavamd,0.482,0.005,990,8.02,658.16932,100.822605,8.03965,810.5784563
1469,104.391,lavamd,0.482,0.007,997,8.11,846.61101,97.72171125,8.0611375,787.7481511
1470,105.987,lavamd,0.482,0.008,1005,8.1,858.4947,104.5900412,8.1235375,849.6411218
1471,104.381,lavamd,0.482,0.008,1012,8.16,851.74896,105.79315,8.0839375,855.2252125
1472,83.486,lavamd,0.453,0.006,1020,8.03,670.39258,98.67665,7.6261,752.5180006
1473,105.722,lavamd,0.4775,0.008,1027,7.97,842.60434,106.5807237,8.0344875,856.3214923
1474,107.27,lavamd,0.482,0.008,1035,8.08,866.7416,105.8885612,7.951225,841.943775
1475,108.799,lavamd,0.4765,0.005,1042,7.7,837.7523,89.946985,7.898025,710.4035362
1476,107.912,lavamd,0.4785,0.008,1050,7.83,844.95096,107.0907738,7.946625,851.0102203
1477,106.971,lavamd,0.482,0.008,1057,8.05,861.11655,106.0782212,7.8719125,835.0384754
1478,83.35,lavamd,0.482,0.005,1065,7.62,635.127,104.4804137,7.95335,830.9692983
1479,86.691,lavamd,0.4645,0.007,1072,8.17,708.26547,105.0022225,7.81195,820.2721121
1480,104.458,lavamd,0.4815,0.005,1080,7.89,824.17362,91.261305,7.8125375,712.9823676
1481,112.05,lavamd,0.482,0.008,1087,8.02,898.641,108.712145,7.9226375,861.2869167
1483,110.707,lavamd,0.481,0.008,1102,7.62,843.58734,110.3132712,7.9557625,877.6261863
1484,111.344,lavamd,0.482,0.008,1110,7.99,889.63856,111.6636088,7.8496125,876.5160594
1485,87.092,lavamd,0.482,0.005,1117,7.79,678.44668,107.935485,7.8044875,842.3811435
